Number_ID,Sample,Name,Status,Found_RT,Actual_Ret_Index,Conc,Unit,m/z,Area,Noise,Ref_1_m/z,Ref_1_Range,Ref_1_Set_Ratio,Ref_1_Actual_Ratio,Ref_1_Measured,Ref_1_Noise,Ref_2_m/z,Ref_2_Range,Ref_2_Set_Ratio,Ref_2_Actual_Ratio,Ref_2_Measured,Ref_2_Noise,Ref_3_m/z,Ref_3_Range,Red_3_Set_Ratio,Ref_3_Actual_Ratio,Ref_3_Measured,Ref_3_Noise,Mode,RT,RT_Percent_Diff,RT_Diff,Concentrations,Date_Insight_Anal,Notes
1,MYMA_10F0841_0167_5252020_18,c13.1,Accept,----,----,----,ng/ul,55,----,2000.08,228,0.00 - 26.29,6.29,3.63,7,2000.08,87,42.07 - 82.07,62.07,69.43,134,2000.08,69,0.00 - 31.14,11.14,4.66,9,2000.08,No peak identified,12.53,----,----,"0.3, 1, 2, 5",2021-05-12,----
2,MYMA_10F0841_0167_5252020_18,c14.0,Accept,13.298,0,1.0216,ng/ul,74,433924,31317.39,87,44.14 - 84.14,64.14,62.45,124511,31317.39,143,8.20 - 48.20,28.2,22.07,44006,31317.39,242,0.00 - 29.05,9.05,4.15,8273,31317.39,Auto,13.33,-0.24,-0.032,"0.6, 2, 4, 10",2021-05-12,----
3,MYMA_10F0841_0167_5252020_18,c14.1,Accept,----,----,----,ng/ul,55,----,3291.05,87,44.14 - 84.14,64.14,74.29,884,3291.05,143,8.21 - 48.21,28.21,0,0,3291.05,242,0.00 - 29.05,9.05,0.67,8,3291.05,Ratio of reference ion does not match,13.99,----,----,"0.15, 0.5, 1, 2.5",2021-05-12,----
4,MYMA_10F0841_0167_5252020_18,i15.0,Accept,----,----,----,ng/ul,74,----,1041,87,51.92 - 91.92,71.92,2.73,98,1041,43,12.33 - 52.33,32.33,0,0,1041,256,0.00 - 30.79,10.79,0,0,1041,Ratio of reference ion does not match,7,----,----,----,2021-05-12,----
5,MYMA_10F0841_0167_5252020_18,c15.0,Accept,15.166,0,0.1796,ng/ul,74,74359,4735.97,87,46.44 - 86.44,66.44,64.25,17528,4735.97,143,4.04 - 44.04,24.04,19.57,5340,4735.97,256,0.00 - 31.47,11.47,5.29,1442,4735.97,Auto,15.2,-0.22,-0.034,"0.45, 1.5, 3, 7.5",2021-05-12,----
6,MYMA_10F0841_0167_5252020_18,i16.0,Accept,----,----,----,ng/ul,74,----,1041,87,49.12 - 89.12,69.12,2.73,98,1041,270,0.00 - 33.76,13.76,0.03,1,1041,143,5.45 - 45.45,25.45,1,36,1041,Ratio of reference ion does not match,7,----,----,----,2021-05-12,----
7,MYMA_10F0841_0167_5252020_18,c16.0,Accept,17.53,0,14.6947,ng/ul,74,5849715,303269.83,87,46.92 - 86.92,66.92,66.25,987171,303269.83,143,5.16 - 45.16,25.16,21.25,316628,303269.83,270,0.00 - 33.68,13.68,7.51,111872,303269.83,Auto,17.52,0.06,0.01,"0.75, 2.5, 5, 12.5",2021-05-12,----
8,MYMA_10F0841_0167_5252020_18,c16.1n13,Accept,----,----,----,ng/ul,55,----,281.8,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,No peak identified,7,----,----,----,2021-05-12,----
9,MYMA_10F0841_0167_5252020_18,c16.1n9,Accept,----,----,----,ng/ul,55,----,281.8,55,88.10 - 128.10,108.1,100,310,281.8,69,57.99 - 97.99,77.99,73.23,227,281.8,268,0.00 - 28.60,8.6,1.94,6,281.8,No peak identified,7,----,----,----,2021-05-12,----
10,MYMA_10F0841_0167_5252020_18,c16.1n7c,Accept,----,----,----,ng/ul,55,----,17428.63,69,97.80 - 137.80,117.8,67.11,6078,17428.63,268,0.00 - 30.37,10.37,1.09,99,17428.63,----,----,----,----,----,----,Ratio of reference ion does not match,18.22,----,----,"0.15, 0.5, 1, 2.5",2021-05-12,----
11,MYMA_10F0841_0167_5252020_18,c16.1n6c,Accept,----,----,----,ng/ul,55,----,281.8,69,97.80 - 137.80,117.8,112.82,933,281.8,268,0.00 - 30.37,10.37,2.3,19,281.8,----,----,----,----,----,----,No peak identified,7,----,----,----,2021-05-12,----
12,MYMA_10F0841_0167_5252020_18,i17.0,Accept,----,----,----,ng/ul,74,----,1041,284,0.00 - 36.52,16.52,0,0,1041,143,12.85 - 52.85,32.85,1,36,1041,57,10.95 - 50.95,30.95,0,0,1041,Ratio of reference ion does not match,7,----,----,----,2021-05-12,----
13,MYMA_10F0841_0167_5252020_18,a17.0,Accept,----,----,----,ng/ul,74,----,1041,284,0.00 - 36.52,16.52,0,0,1041,143,12.85 - 52.85,32.85,1,36,1041,57,10.96 - 50.96,30.96,0,0,1041,Ratio of reference ion does not match,7,----,----,----,2021-05-12,----
14,MYMA_10F0841_0167_5252020_18,c16.2n5,Accept,----,----,----,ng/ul,67,----,72.28,74,0.00 - 28.86,8.86,0,0,72.28,69,9.62 - 49.62,29.62,496.59,874,72.28,266,0.00 - 28.96,8.96,7.96,14,72.28,Ratio of reference ion does not match,7,----,----,----,2021-05-12,----
15,MYMA_10F0841_0167_5252020_18,c17.0,Accept,20.24,0,0.0593,ng/ul,74,22899,1145.85,87,49.23 - 89.23,69.23,66.94,3758,1145.85,55,13.33 - 53.33,33.33,23.39,1313,1145.85,284,0.00 - 35.42,15.42,8.64,485,1145.85,Auto,20.28,-0.2,-0.04,"0.3, 1, 2, 5",2021-05-12,----
16,MYMA_10F0841_0167_5252020_18,c17.1n9c,Accept,20.99,0,0.0637,ng/ul,55,8942,382.61,55,154.23 - 194.23,174.23,100,1067,382.61,282,0.00 - 33.71,13.71,2.16,23,382.61,69,113.94 - 153.94,133.94,48.74,520,382.61,Manual Integrate,21,-0.05,-0.01,"0.15, 0.5, 1, 2.5",2021-05-12,----
17,MYMA_10F0841_0167_5252020_18,c16.4n1,Accept,----,----,----,ng/ul,79,----,224.34,266,0.00 - 21.57,1.57,0.61,1,224.34,80,36.23 - 76.23,56.23,0,0,224.34,194,0.00 - 23.42,3.42,4.24,7,224.34,Ratio of reference ion does not match,7,----,----,----,2021-05-12,----
18,MYMA_10F0841_0167_5252020_18,i18.0,Accept,----,----,----,ng/ul,74,----,1041,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,No peak identified,7,----,----,----,2021-05-12,----
19,MYMA_10F0841_0167_5252020_18,a18.0,Accept,----,----,----,ng/ul,74,----,1041,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,No peak identified,7,----,----,----,2021-05-12,----
20,MYMA_10F0841_0167_5252020_18,c18.0,Accept,23.428,0,0.6736,ng/ul,74,261266,15255.4,87,44.78 - 84.78,64.78,68.34,47330,15255.4,143,0.10 - 40.10,20.1,25.55,17699,15255.4,55,8.23 - 48.23,28.23,22.08,15290,15255.4,Auto,23.49,-0.26,-0.062,"0.45, 1.5, 3, 7.5",2021-05-12,----
21,MYMA_10F0841_0167_5252020_18,c18.1n9c,Accept,24.034,0,0.6668,ng/ul,55,90943,42897.27,69,103.45 - 143.45,123.45,70.65,10043,42897.27,83,96.44 - 136.44,116.44,59.95,8523,42897.27,296,0.00 - 32.98,12.98,3.05,434,42897.27,Manual Integrate,24.14,-0.44,-0.106,"0.75, 2.5, 5, 12.5",2021-05-12,----
22,MYMA_10F0841_0167_5252020_18,c18.1n7c,Accept,24.347,0,5.6789,ng/ul,55,917549,42897.32,69,126.16 - 166.16,146.16,74.16,146521,42897.32,296,0.00 - 32.17,12.17,3.11,6143,42897.32,83,95.76 - 135.76,115.76,54.09,106867,42897.32,Manual Integrate,24.41,-0.26,-0.063,"0.3, 1, 2, 5",2021-05-12,----
23,MYMA_10F0841_0167_5252020_18,c18.1B,Accept,----,----,----,ng/ul,55,----,281.8,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,No peak identified,7,----,----,----,2021-05-12,----
24,MYMA_10F0841_0167_5252020_18,c18.2n6c,Accept,25.63,0,0.7898,ng/ul,67,133646,6174.97,294,0.00 - 33.35,13.35,6.7,1925,6174.97,69,13.55 - 53.55,33.55,30.44,8743,6174.97,55,36.74 - 76.74,56.74,55.5,15944,6174.97,Auto,25.71,-0.31,-0.08,"0.6, 2, 4, 10",2021-05-12,----
25,MYMA_10F0841_0167_5252020_18,c18.2,Accept,----,----,----,ng/ul,67,----,72.28,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,No peak identified,7,----,----,----,2021-05-12,----
26,MYMA_10F0841_0167_5252020_18,c18.3n6,Accept,26.54,0,0.2535,ng/ul,79,37864,3600.41,292,0.00 - 27.50,7.5,3.97,291,3600.41,150,7.75 - 47.75,27.75,15.86,1164,3600.41,194,0.00 - 29.98,9.98,5.95,437,3600.41,Auto,26.62,-0.3,-0.08,"0.45, 1.5, 3, 7.5",2021-05-12,----
27,MYMA_10F0841_0167_5252020_18,c19.0,Accept,27.088,0,23.3421,ng/ul,74,9922467,351172.77,87,44.37 - 84.37,64.37,70.57,910774,351172.77,312,1.47 - 41.47,21.47,13.09,168910,351172.77,143,8.59 - 48.59,28.59,24.41,314979,351172.77,Auto,26.96,0.47,0.128,"0.3, 1, 2, 5",2021-05-12,----
28,MYMA_10F0841_0167_5252020_18,c18.3n3,Accept,27.796,0,0.0481,ng/ul,79,8946,297.42,236,0.00 - 23.82,3.82,5.75,57,297.42,108,20.90 - 60.90,40.9,23.99,238,297.42,292,0.00 - 24.05,4.05,1.21,12,297.42,Manual Integrate,27.82,-0.09,-0.024,"0.15, 0.5, 1, 2.5",2021-05-12,----
29,MYMA_10F0841_0167_5252020_18,c19.1A,Accept,----,----,----,ng/ul,55,----,281.8,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,No peak identified,7,----,----,----,2021-05-12,----
30,MYMA_10F0841_0167_5252020_18,c18.4n1,Accept,----,----,----,ng/ul,79,----,224.34,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,No peak identified,7,----,----,----,2021-05-12,----
31,MYMA_10F0841_0167_5252020_18,c20.0,Accept,30.69,0,0.0158,ng/ul,74,6115,268.69,87,55.97 - 95.97,75.97,69.17,801,268.69,326,6.15 - 46.15,26.15,2.5,29,268.69,----,----,----,----,----,----,Manual Integrate,30.7,-0.03,-0.01,"0.6, 2, 4, 10",2021-05-12,----
32,MYMA_10F0841_0167_5252020_18,c20.1n11,Accept,----,----,----,ng/ul,55,----,281.8,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,No peak identified,7,----,----,----,2021-05-12,----
33,MYMA_10F0841_0167_5252020_18,c20.1n9,Accept,----,----,----,ng/ul,55,----,95.38,69,44.41 - 84.41,64.41,60.27,135,95.38,324,0.00 - 22.56,2.56,0,0,95.38,43,38.09 - 78.09,58.09,88.84,199,95.38,Ratio of reference ion does not match,31.44,----,----,"0.15, 0.5, 1, 2.5",2021-05-12,----
34,MYMA_10F0841_0167_5252020_18,c20.1n7,Accept,----,----,----,ng/ul,55,----,281.8,69,130.69 - 170.69,150.69,137.5,539,281.8,324,0.00 - 33.83,13.83,0,0,281.8,----,----,----,----,----,----,No peak identified,7,----,----,----,2021-05-12,----
35,MYMA_10F0841_0167_5252020_18,c20.2n6,Accept,33.229,0,0.065,ng/ul,67,10815,391.71,322,0.00 - 27.09,7.09,3.81,60,391.71,55,50.40 - 90.40,70.4,53.2,839,391.71,95,42.62 - 82.62,62.62,74.51,1175,391.71,Manual Integrate,33.28,-0.15,-0.051,"0.45, 1.5, 3, 7.5",2021-05-12,----
36,MYMA_10F0841_0167_5252020_18,c20.3n6,Accept,34.19,0,0.1011,ng/ul,79,14306,13350.95,80,63.92 - 103.92,83.92,77.82,2035,13350.95,81,47.82 - 87.82,67.82,73.92,1933,13350.95,93,37.76 - 77.76,57.76,60.77,1589,13350.95,Auto,34.24,-0.15,-0.05,"0.3, 1, 2, 5",2021-05-12,----
37,MYMA_10F0841_0167_5252020_18,c20.4n6,Accept,34.748,0,2.7581,ng/ul,79,431634,17853.1,150,6.60 - 46.60,26.6,16.52,12354,17853.1,180,0.00 - 28.23,8.23,5.14,3843,17853.1,318,0.00 - 90.48,0.48,0.59,439,17853.1,Auto,34.82,-0.21,-0.072,"0.75, 2.5, 5, 12.5",2021-05-12,----
38,MYMA_10F0841_0167_5252020_18,c20.3n3,Accept,----,----,----,ng/ul,79,----,110.36,320,0.00 - 25.59,5.59,0,0,110.36,264,0.00 - 23.07,3.07,0,0,110.36,108,38.98 - 78.98,58.98,61.13,195,110.36,No peak identified,35.67,----,----,"0.15, 0.5, 1, 2.5",2021-05-12,----
39,MYMA_10F0841_0167_5252020_18,c20.4n3,Accept,----,----,----,ng/ul,79,----,224.34,108,17.16 - 57.16,37.16,33.33,13,224.34,222,0.00 - 25.14,5.14,0,0,224.34,318,0.00 - 21.13,1.13,0,0,224.34,No peak identified,7,----,----,----,2021-05-12,----
40,MYMA_10F0841_0167_5252020_18,c20.5n3,Accept,37.25,0,26.2952,ng/ul,79,4187252,151045.87,108,12.42 - 52.42,32.42,23.82,135293,151045.87,180,0.00 - 25.77,5.77,4.41,25030,151045.87,316,0.00 - 20.08,0.08,0.14,785,151045.87,Auto,37.25,0,0,"0.45, 1.5, 3, 7.5",2021-05-12,----
41,MYMA_10F0841_0167_5252020_18,c22.0,Accept,38.516,0,0.0205,ng/ul,74,6163,253.75,87,55.38 - 95.38,75.38,68.58,777,253.75,143,16.60 - 56.60,36.6,14.83,168,253.75,354,15.36 - 55.36,35.36,10.86,123,253.75,Manual Integrate,38.48,0.09,0.036,"0.15, 0.5, 1, 2.5",2021-05-12,----
42,MYMA_10F0841_0167_5252020_18,c22.1,Accept,----,----,----,ng/ul,55,----,281.8,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,No peak identified,7,----,----,----,2021-05-12,----
43,MYMA_10F0841_0167_5252020_18,c22.1n9c,Accept,----,----,----,ng/ul,55,----,69.97,55,116.11 - 156.11,136.11,100,138,69.97,69,80.00 - 120.00,100,113.77,157,69.97,320,49.99 - 89.99,69.99,0,0,69.97,Ratio of reference ion does not match,39.29,----,----,"0.6, 2, 4, 10",2021-05-12,----
44,MYMA_10F0841_0167_5252020_18,c22.1n7c,Accept,----,----,----,ng/ul,55,----,281.8,55,113.05 - 153.05,133.05,100,69,281.8,74,37.45 - 77.45,57.45,43.48,30,281.8,320,38.27 - 78.27,58.27,33.33,23,281.8,Ratio of reference ion does not match,7,----,----,----,2021-05-12,----
45,MYMA_10F0841_0167_5252020_18,c22.1A,Accept,----,----,----,ng/ul,55,----,281.8,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,No peak identified,7,----,----,----,2021-05-12,----
46,MYMA_10F0841_0167_5252020_18,c21.5n3,Accept,----,----,----,ng/ul,79,----,224.34,108,9.78 - 49.78,29.78,33.33,13,224.34,194,0.00 - 25.52,5.52,0,0,224.34,----,----,----,----,----,----,No peak identified,7,----,----,----,2021-05-12,----
47,MYMA_10F0841_0167_5252020_18,c22.2n6,Accept,----,----,----,ng/ul,67,----,40.89,350,2.90 - 42.90,22.9,8.6,8,40.89,55,51.64 - 91.64,71.64,61.29,57,40.89,----,----,----,----,----,----,No peak identified,41.3,----,----,"0.3, 1, 2, 5",2021-05-12,----
48,MYMA_10F0841_0167_5252020_18,c23.0,Accept,----,----,----,ng/ul,74,----,81.44,368,25.14 - 65.14,45.14,64.44,29,81.44,87,59.93 - 99.93,79.93,64.44,29,81.44,----,----,----,----,----,----,No peak identified,42.42,----,----,"0.45, 1.5, 3, 7.5",2021-05-12,----
49,MYMA_10F0841_0167_5252020_18,c22.PUFA,Accept,----,----,----,ng/ul,79,----,224.34,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,No peak identified,7,----,----,----,2021-05-12,----
50,MYMA_10F0841_0167_5252020_18,c22.3n6,Accept,----,----,----,ng/ul,79,----,46.94,150,11.35 - 51.35,31.35,12.94,11,46.94,----,----,----,----,----,----,----,----,----,----,----,----,No peak identified,43.63,----,----,"0.15, 0.5, 1, 2.5",2021-05-12,----
51,MYMA_10F0841_0167_5252020_18,c22.4n6,Accept,----,----,----,ng/ul,79,----,45.43,366,0.00 - 29.50,9.5,0,0,45.43,150,9.43 - 49.43,29.43,0,0,45.43,313,0.00 - 30.39,10.39,0,0,45.43,Ratio of reference ion does not match,43.1,----,----,"0.6, 2, 4, 10",2021-05-12,----
52,MYMA_10F0841_0167_5252020_18,c22.5n6,Accept,----,----,----,ng/ul,79,----,46.46,150,4.16 - 44.16,24.16,7.27,4,46.46,166,0.00 - 28.48,8.48,0,0,46.46,----,----,----,----,----,----,No peak identified,43.5,----,----,"0.45, 1.5, 3, 7.5",2021-05-12,----
53,MYMA_10F0841_0167_5252020_18,c22.5n3,Accept,----,----,----,ng/ul,79,----,261.42,108,16.14 - 56.14,36.14,20.43,170,261.42,208,0.00 - 25.79,5.79,1.08,9,261.42,----,----,----,----,----,----,No peak identified,45.6,----,----,"0.3, 1, 2, 5",2021-05-12,----
54,MYMA_10F0841_0167_5252020_18,c22.6n3,Accept,----,----,----,ng/ul,79,----,249.56,108,15.57 - 55.57,35.57,20.55,211,249.56,166,0.00 - 25.99,5.99,2.34,24,249.56,----,----,----,----,----,----,No peak identified,46,----,----,"0.75, 2.5, 5, 12.5",2021-05-12,----
55,MYMA_10F0841_0167_5252020_18,c24.0,Accept,46.361,0,0.0591,ng/ul,74,16406,588.76,87,59.15 - 99.15,79.15,74.57,1663,588.76,382,26.18 - 66.18,46.18,12.74,284,588.76,143,20.93 - 60.93,40.93,124.8,2783,588.76,Manual Integrate,46.29,0.15,0.071,"0.15, 0.5, 1, 2.5",2021-05-12,----
56,MYMA_10F0841_0167_5252020_18,c24.1n9,Accept,47.261,0,0.4948,ng/ul,55,64433,2409.69,348,56.91 - 96.91,76.91,32.39,3135,2409.69,380,0.00 - 27.17,7.17,1.94,188,2409.69,----,----,----,----,----,----,Manual Integrate,47.24,0.04,0.021,"0.45, 1.5, 3, 7.5",2021-05-12,----
57,MYMA_10F0841_0167_5252020_18,c8:0,Accept,6.196,0,0.0049,ng/ul,74,2180,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,Auto,6.241,-0.72,-0.045,"0.15, 0.5, 1, 2.5",2021-05-12,----
58,MYMA_10F0841_0167_5252020_18,c9:0,Accept,----,----,----,ng/ul,74,----,1036.72,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,No peak identified,7.427,----,----,"0.15, 0.5, 1, 2.5",2021-05-12,----
59,MYMA_10F0841_0167_5252020_18,c10:0,Accept,8.488,0,0.0072,ng/ul,74,3050,275.99,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,Auto,8.543,-0.64,-0.055,"0.3, 1, 2, 5",2021-05-12,----
60,MYMA_10F0841_0167_5252020_18,c11:0,Accept,----,----,----,ng/ul,74,----,197.93,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,No peak identified,9.583,----,----,"0.45, 1.5, 3, 7.5",2021-05-12,----
61,MYMA_10F0841_0167_5252020_18,c11:1,Accept,----,----,----,ng/ul,55,----,277.47,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,No peak identified,10.064,----,----,"0.15, 0.5, 1, 2.5",2021-05-12,----
62,MYMA_10F0841_0167_5252020_18,c12:0,Accept,10.591,0,0.026,ng/ul,74,10535,886.65,214,0.00 - 23.27,3.27,1.85,121,886.65,143,0.00 - 31.43,11.43,16.51,1081,886.65,171,0.00 - 27.50,7.5,10.28,673,886.65,Auto,10.625,-0.32,-0.034,"0.6, 2, 4, 10",2021-05-12,----
63,MYMA_10F0841_0167_5252020_18,c13.0,Accept,----,----,----,ng/ul,74,----,194.86,228,0.00 - 26.29,6.29,5.55,72,194.86,87,42.07 - 82.07,62.07,51.81,672,194.86,69,0.00 - 31.14,11.14,0,0,194.86,No peak identified,11.835,----,----,"0.15, 0.5, 1, 2.5",2021-05-12,----
64,MYMA_10F0841_0167_5252020_18,c16:1n1,Accept,18.485,0,0.104,ng/ul,55,14231,16858.12,69,97.80 - 137.80,117.8,57.2,2365,16858.12,268,0.00 - 30.37,10.37,1.33,55,16858.12,----,----,----,----,----,----,Manual Integrate,18.5,-0.08,-0.015,----,2021-05-12,----
65,MYMA_10F0841_0167_5252020_18,c18:4n1,Accept,28.754,0,0.0468,ng/ul,79,8706,382.93,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,Auto,28.7,0.19,0.054,----,2021-05-12,----
1,MYMA_14F1307_0175_5252020_27,c13.1,Accept,----,----,----,ng/ul,55,----,401.59,228,0.00 - 26.29,6.29,0,0,401.59,87,42.07 - 82.07,62.07,13.75,11,401.59,69,0.00 - 31.14,11.14,3.75,3,401.59,Ratio of reference ion does not match,12.53,----,----,"0.3, 1, 2, 5",2021-05-12,----
2,MYMA_14F1307_0175_5252020_27,c14.0,Accept,13.294,0,0.3738,ng/ul,74,158770,11210.51,87,44.14 - 84.14,64.14,63.04,43857,11210.51,143,8.20 - 48.20,28.2,22.1,15375,11210.51,242,0.00 - 29.05,9.05,4.29,2985,11210.51,Auto,13.33,-0.27,-0.036,"0.6, 2, 4, 10",2021-05-12,----
3,MYMA_14F1307_0175_5252020_27,c14.1,Accept,----,----,----,ng/ul,55,----,2647.21,87,44.14 - 84.14,64.14,126.9,217,2647.21,143,8.21 - 48.21,28.21,24.56,42,2647.21,242,0.00 - 29.05,9.05,12.28,21,2647.21,Ratio of reference ion does not match,13.99,----,----,"0.15, 0.5, 1, 2.5",2021-05-12,----
4,MYMA_14F1307_0175_5252020_27,i15.0,Accept,----,----,----,ng/ul,74,----,834.02,87,51.92 - 91.92,71.92,1.06,43,834.02,43,12.33 - 52.33,32.33,0,0,834.02,256,0.00 - 30.79,10.79,0.94,38,834.02,Ratio of reference ion does not match,7,----,----,----,2021-05-12,----
5,MYMA_14F1307_0175_5252020_27,c15.0,Accept,15.165,0,0.0496,ng/ul,74,20533,1272.91,87,46.44 - 86.44,66.44,67,4933,1272.91,143,4.04 - 44.04,24.04,19.06,1403,1272.91,256,0.00 - 31.47,11.47,6.02,443,1272.91,Auto,15.2,-0.24,-0.036,"0.45, 1.5, 3, 7.5",2021-05-12,----
6,MYMA_14F1307_0175_5252020_27,i16.0,Accept,----,----,----,ng/ul,74,----,834.02,87,49.12 - 89.12,69.12,42.8,713,834.02,270,0.00 - 33.76,13.76,0,0,834.02,143,5.45 - 45.45,25.45,10.08,168,834.02,Ratio of reference ion does not match,7,----,----,----,2021-05-12,----
7,MYMA_14F1307_0175_5252020_27,c16.0,Accept,17.499,0,6.5462,ng/ul,74,2605931,143991.4,87,46.92 - 86.92,66.92,65.53,477737,143991.4,143,5.16 - 45.16,25.16,19.98,145641,143991.4,270,0.00 - 33.68,13.68,6.98,50885,143991.4,Auto,17.52,-0.12,-0.021,"0.75, 2.5, 5, 12.5",2021-05-12,----
8,MYMA_14F1307_0175_5252020_27,c16.1n13,Accept,----,----,----,ng/ul,55,----,348.76,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,No peak identified,7,----,----,----,2021-05-12,----
9,MYMA_14F1307_0175_5252020_27,c16.1n9,Accept,----,----,----,ng/ul,55,----,348.76,55,88.10 - 128.10,108.1,100,306,348.76,69,57.99 - 97.99,77.99,60.13,184,348.76,268,0.00 - 28.60,8.6,0,0,348.76,No peak identified,7,----,----,----,2021-05-12,----
10,MYMA_14F1307_0175_5252020_27,c16.1n7c,Accept,----,----,----,ng/ul,55,----,5864.9,69,97.80 - 137.80,117.8,66.39,1855,5864.9,268,0.00 - 30.37,10.37,2,56,5864.9,----,----,----,----,----,----,Ratio of reference ion does not match,18.22,----,----,"0.15, 0.5, 1, 2.5",2021-05-12,----
11,MYMA_14F1307_0175_5252020_27,c16.1n6c,Accept,----,----,----,ng/ul,55,----,348.76,69,97.80 - 137.80,117.8,127.95,1094,348.76,268,0.00 - 30.37,10.37,0,0,348.76,----,----,----,----,----,----,No peak identified,7,----,----,----,2021-05-12,----
12,MYMA_14F1307_0175_5252020_27,i17.0,Accept,----,----,----,ng/ul,74,----,834.02,284,0.00 - 36.52,16.52,0,0,834.02,143,12.85 - 52.85,32.85,90.91,30,834.02,57,10.95 - 50.95,30.95,0,0,834.02,Ratio of reference ion does not match,7,----,----,----,2021-05-12,----
13,MYMA_14F1307_0175_5252020_27,a17.0,Accept,----,----,----,ng/ul,74,----,834.02,284,0.00 - 36.52,16.52,0,0,834.02,143,12.85 - 52.85,32.85,90.91,30,834.02,57,10.96 - 50.96,30.96,0,0,834.02,Ratio of reference ion does not match,7,----,----,----,2021-05-12,----
14,MYMA_14F1307_0175_5252020_27,c16.2n5,Accept,----,----,----,ng/ul,67,----,65.06,74,0.00 - 28.86,8.86,0,0,65.06,69,9.62 - 49.62,29.62,706.62,1067,65.06,266,0.00 - 28.96,8.96,6.62,10,65.06,Ratio of reference ion does not match,7,----,----,----,2021-05-12,----
15,MYMA_14F1307_0175_5252020_27,c17.0,Accept,20.24,0,0.0229,ng/ul,74,8827,446.93,87,49.23 - 89.23,69.23,70.11,1590,446.93,55,13.33 - 53.33,33.33,19.67,446,446.93,284,0.00 - 35.42,15.42,5.51,125,446.93,Auto,20.28,-0.2,-0.04,"0.3, 1, 2, 5",2021-05-12,----
16,MYMA_14F1307_0175_5252020_27,c17.1n9c,Accept,20.984,0,0.0235,ng/ul,55,3305,139.51,55,154.23 - 194.23,174.23,100,401,139.51,282,0.00 - 33.71,13.71,2.24,9,139.51,69,113.94 - 153.94,133.94,49.13,197,139.51,Manual Integrate,21,-0.08,-0.016,"0.15, 0.5, 1, 2.5",2021-05-12,----
17,MYMA_14F1307_0175_5252020_27,c16.4n1,Accept,----,----,----,ng/ul,79,----,88.5,266,0.00 - 21.57,1.57,0,0,88.5,80,36.23 - 76.23,56.23,0,0,88.5,194,0.00 - 23.42,3.42,0.59,2,88.5,Ratio of reference ion does not match,7,----,----,----,2021-05-12,----
18,MYMA_14F1307_0175_5252020_27,i18.0,Accept,----,----,----,ng/ul,74,----,834.02,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,No peak identified,7,----,----,----,2021-05-12,----
19,MYMA_14F1307_0175_5252020_27,a18.0,Accept,----,----,----,ng/ul,74,----,834.02,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,No peak identified,7,----,----,----,2021-05-12,----
20,MYMA_14F1307_0175_5252020_27,c18.0,Accept,23.419,0,0.4134,ng/ul,74,160322,7835.54,87,44.78 - 84.78,64.78,68.23,25287,7835.54,143,0.10 - 40.10,20.1,26.3,9747,7835.54,55,8.23 - 48.23,28.23,23.36,8657,7835.54,Auto,23.49,-0.3,-0.071,"0.45, 1.5, 3, 7.5",2021-05-12,----
21,MYMA_14F1307_0175_5252020_27,c18.1n9c,Accept,24.034,0,0.3232,ng/ul,55,44076,16316.23,69,103.45 - 143.45,123.45,76.26,5715,16316.23,83,96.44 - 136.44,116.44,62.4,4676,16316.23,296,0.00 - 32.98,12.98,3.75,281,16316.23,Manual Integrate,24.14,-0.44,-0.106,"0.75, 2.5, 5, 12.5",2021-05-12,----
22,MYMA_14F1307_0175_5252020_27,c18.1n7c,Accept,24.327,0,2.0823,ng/ul,55,336437,16320.75,69,126.16 - 166.16,146.16,75.85,58417,16320.75,296,0.00 - 32.17,12.17,3.18,2451,16320.75,83,95.76 - 135.76,115.76,53.42,41142,16320.75,Manual Integrate,24.41,-0.34,-0.083,"0.3, 1, 2, 5",2021-05-12,----
23,MYMA_14F1307_0175_5252020_27,c18.1B,Accept,----,----,----,ng/ul,55,----,348.76,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,No peak identified,7,----,----,----,2021-05-12,----
