ID,FAvialNum,season,Ice.cover,depth,phyla,genus,species,sp.abrev,tissue.type,C13:0,i-14:0,C14:0,C14:1w5,i-15:0,a-15:0,C15:0,i-16:0,a-16:0,C16:0,C16:0,C16:1w?,C16:1w7c,C16:1w?,i-17:0,a-17:0,C16:2w6,C17:0,C16:3w4,C16:3w3,C17:1w9c,C16:4w3,17:1w?,C16:4w1,C18:0,C18:1w?,C18:1w9c,C18:1w7c,C18:2w?,C18:2w?,C18:2w6c,C18:2w?,C18:3w6,C18:3w3,C18:4w3,C18:4w1,C18:5w3,C20:0,C20:1w?,C20:1w?,C20:1w9,C20:1w?,C20:1w?,C20:2w?,C20:3w?,C20:2w6,C20:3w6,C20:4w6,C20:3w3,C20:4w3,C20:5w3,C22:0,C22:1w9c,C22:2?,C22:2?,C22:2w6,C22:3?,C22:4w6,C22:5w6,C22:4w3,C22:5w3,C22:6w3,C24:1w9
1409__PEFU.qgd,1409,winter,<=70%,5-20m,echinoderm,Perknaster,fuscus,PEFU,tube feet,0.02114323,0.03904683,1.85219483,0,0.54031898,0.13994792,0.64337878,0.53392847,0.14482323,1.06E-05,4.50921144,0.06079234,0.67521725,0.16572238,0.49374998,0.30868804,0.14243629,3.14284819,0.03935114,0.0214317,0.05737519,0.0417983,0,0.21466881,17.0649893,0.11416395,0.56737725,3.08542862,0.92892338,0.04285705,0.03310327,0.15468796,0,0.55630479,1.47852066,0.05779996,0.0067614,0.20736853,0,8.40256835,3.15626638,4.01038328,0.78594187,0,0,1.61505777,0.05589802,7.92475663,0.33532471,0.59688902,28.5750963,0.02011936,0.3656036,0.11981589,0.08508646,0.01989746,0.00970623,0.03325542,0.02416098,0.03324908,0.41219479,4.94336096,0.38899746
1410__PEFU.qgd,1410,winter,<=70%,5-20m,echinoderm,Perknaster,fuscus,PEFU,tube feet,0.02190208,0.02650549,1.39051178,0,0.36214874,0.09654906,0.70811798,0.3706038,0.09429382,1.08E-05,4.57487401,0.04543858,0.51194528,0.2127872,0.38267402,0.25596208,0.06990843,2.45362421,0.04925223,0.01394537,0.02520471,0.00249175,0,0.05757215,17.111475,0.11508517,0.80361966,2.68000201,0.78691648,0.02780627,0.02801321,0.19225769,0,0.14281541,0.37527056,0.04871587,0.00044767,0.16146132,0,8.80967874,4.1122612,4.92148519,0.42822663,0,0.04404489,1.41178036,0.06201929,9.62952013,0.53167236,0.22586678,30.2563297,0.01606969,0.45191517,0.2546064,0.21707808,0.02784428,0.04470373,0.06247541,0.02642524,0.03201268,0.42736085,3.37744347,0.42896993
1411__PEFU.qgd,1411,winter,<=70%,5-20m,echinoderm,Perknaster,fuscus,PEFU,tube feet,0.01424491,0.02953737,0.61000703,0,0.33261828,0.10612165,0.4816093,0.3799092,0.11352177,8.56E-06,3.63819521,0.04734561,0.26887377,0.13054331,0.43204239,0.26315225,0.10382463,2.94195724,0.05270533,0.01310061,0.03030304,0.02097191,0,0.04217941,18.7969906,0.14079577,0.21839815,2.12819664,0.7842653,0.0253514,0.03451005,0.1245357,0,0.11745111,0.22779659,0.02212042,0.00604967,0.16933608,0,9.68403302,2.61917493,4.7562273,0.73143797,0,0.03553656,1.45011188,0.03860346,9.86692407,0.40469687,0.16417409,32.2943017,0.01696264,0.3236153,0.14499015,0.21180998,0.01861178,0.02610866,0.01521252,0.02211622,0.0176021,0.25346352,3.75491851,0.30079651
1412__PEFU.qgd,1412,winter,<=70%,5-20m,echinoderm,Perknaster,fuscus,PEFU,tube feet,0.01646657,0.03744614,0.79088874,0,0.42123782,0.14561637,0.7458026,0.49306396,0.13938267,1.04E-05,4.43116616,0.04615777,0.28962699,0.13389269,0.43339759,0.28510384,0.10872126,2.97474891,0.01553016,0.01562481,0.08147418,0.02944443,0,0.08529418,16.8949167,0.15910807,0.19896115,2.74961569,0.95834334,0.02959655,0.0081437,0.14422021,0,0.34017269,0.7337341,0.04984931,0.00994552,0.23677577,0,8.33852243,2.79461732,4.65440628,0.74683704,0,0,1.63014611,0.05178635,8.91001808,0.63183814,0.60543619,31.2846842,0.01381285,0.31135366,0.20161149,0.15961853,0.00183225,0.00920181,0.03123273,0.01737931,0.03767264,0.3268872,4.5782294,0.42939504
1430__NACO_ft.qgd,1430,winter,<=70%,5-20m,mollusc,Nacella,concinna,NACO,foot,0.01355783,0.01267672,2.23382666,0.0287591,0.05323576,0.01860477,0.71797553,0.05295718,0.00189395,6.41E-05,22.3806861,0.03814679,0.54370189,0.20380371,0.4761546,0.089318,0.03433297,1.17907355,0.01728095,0.01174811,0.01428993,0,0,0.00461502,10.1496807,0.28222664,1.82583915,9.30493789,0.07827499,0.01817069,0.25164701,0.97209742,0,0.43887596,0.23556247,0.14973867,0,0.11366076,0,2.27050494,2.01166437,0.96710231,0.18764791,0,0.04438581,1.76203009,0.10904358,5.58507739,2.43727188,0.27270938,27.7723182,0.0195593,0,0.68251957,0.37055555,0,0.07103717,0.32875475,0.01612773,0.02577457,2.41406506,0.70443497,0
1431__NACO_ft.qgd,1431,winter,<=70%,5-20m,mollusc,Nacella,concinna,NACO,foot,0.01494213,0.00914868,2.42382939,0.12729823,0.04938759,0.01644183,0.80357217,0.04069503,0.00066627,6.59E-05,23.0226478,0.02969321,0.66443152,0.26046633,0.39550428,0.07290287,0.01607646,1.24904911,0.00329553,0.00997495,0.01167525,0,0,0.00180299,9.50932304,0.19926259,2.53182488,7.67880858,0.03835353,0.01013018,0.3984822,0.53881927,0,0.40030668,0.2067444,0.05790582,0,0.1389902,0,2.02176987,2.64492129,0.92949727,0.15094486,0,0.02952604,2.49296389,0.08955246,4.62082357,3.71776936,0.30177031,27.0928682,0.02266513,0,0.68223933,0.31672916,0,0.08199424,0.30843779,0.01491108,0.03392247,3.11766755,0.39650727,0
1432__NACO_ft.qgd,1432,winter,<=70%,5-20m,mollusc,Nacella,concinna,NACO,foot,0.01451484,0.01370546,2.47487236,0.08360406,0.06474842,0.02088168,0.73326124,0.05638389,0.00271428,6.54E-05,22.8367738,0.03643533,0.63745193,0.22849473,0.4794564,0.09602068,0.02602671,1.22948021,0.01561809,0.01293731,0.01282647,0,0,0.00518884,9.53985591,0.23640817,2.25098908,8.95090278,0.0557253,0.01429059,0.34421652,0.79596557,0,0.36896212,0.16999715,0.10119406,0,0.12549373,0,2.20873338,2.21645608,0.93194009,0.20858225,0,0.03839435,2.26874921,0.13084496,4.65415848,3.11816529,0.26337572,27.56748,0.01562324,0,0.62278758,0.32648732,0,0.08160121,0.26562087,0.01706931,0.02428678,2.59543759,0.40874326,0
1433__NACO_ft.qgd,1433,winter,<=70%,5-20m,mollusc,Nacella,concinna,NACO,foot,0.02218532,0.02270632,2.54545254,0.13759491,0.12294284,0.04095806,0.87992917,0.10022231,0.00194666,6.68E-05,23.3279521,0.04047494,0.71198575,0.2024576,0.89307032,0.18743846,0.02998618,1.44142751,0.02091359,0.02388095,0.01741102,0,0,0.01499546,9.33371909,0.24659141,2.60957398,8.56176336,0.05485585,0.02010367,0.33538715,0.74241951,0,0.38558119,0.16193529,0.0902214,0,0.15281534,0,2.06828113,2.57655177,1.13978251,0.1921796,0,0.04209242,2.0855619,0.11309823,4.81185272,2.77470871,0.27410755,25.9663649,0.02026234,0,0.68607525,0.30706345,0,0.07516673,0.29818032,0.01770231,0.02669201,2.40035279,0.64295739,0
1434__NACO_ft.qgd,1434,winter,<=70%,5-20m,mollusc,Nacella,concinna,NACO,foot,0.01511212,0.01580097,2.25094398,0.05419912,0.09474666,0.03204224,0.87422822,0.07063923,0.00128538,6.44E-05,22.5138463,0.06681622,0.5582987,0.16284827,0.73208101,0.13554987,0.02942887,1.4945922,0.01228097,0.01080148,0.0174509,0,0,0.00353184,9.69407605,0.24330896,2.18319271,9.07828311,0.06380398,0.02083125,0.19160486,0.90528572,0,0.37291718,0.16017098,0.08604725,0,0.1149435,0,1.90408952,2.638907,1.00193796,0.1992485,0,0.0489842,1.89829465,0.10436928,4.48156802,2.7945093,0.26287139,27.4918122,0.01216261,0,0.68426619,0.29122556,0,0.08173424,0.25172667,0.01506241,0.0286619,2.60506096,0.94245292,0
1435__NACO_gonad.qgd,1435,winter,<=70%,5-20m,mollusc,Nacella,concinna,NACO,gonad,0.01658875,0.02278394,5.93183473,1.32453312,0.05436839,0.02206762,0.38322272,0.05445965,0.05445965,7.58E-05,26.4791528,0.04399143,3.37107495,0.6146714,0.34046479,0.08471655,0.06564696,0.26141242,0.03104789,0.02327901,0.0203916,0,0,0.03051411,3.6446012,0.06604799,9.29143751,13.0731683,0.02560635,0.03326323,0.40542033,1.47811039,0,0.54071624,0.29606957,0.34325263,0,0.14831965,0,2.61890613,1.41748596,1.86721854,0.39067078,0,0.10093469,1.44655084,0.22375724,3.35233448,1.06846405,0.76332294,13.1402479,0.02606131,0,1.05922104,1.15769425,0.02333155,0.11905288,0.37118633,0.00511934,0.0518267,1.54411413,0.67572728,0
1436__NACO_gonad.qgd,1436,winter,<=70%,5-20m,mollusc,Nacella,concinna,NACO,gonad,0.02992363,0.01908213,5.23322307,1.72421099,0.04864732,0.02191155,0.42152467,0.04456596,0.00054199,7.43E-05,25.9753156,0.01365186,4.44534915,0.79352756,0.27770564,0.07860904,0.0183566,0.30437388,0.01187179,0.02286393,0.01420424,0,0,0.00775753,3.4305052,0.11011187,9.85575034,12.4836908,0.04425341,0.0234873,0.79177346,0.6348082,0,0.71351421,0.39179844,0.07350431,0,0.110382,0,2.16009747,1.35273277,1.19807571,0.3842868,0,0.05964465,1.87567672,0.18991052,3.55728537,1.86287334,0.75419101,13.911372,0.03119808,0,0.79679854,0.65979159,0.02194965,0.11466423,0.50073976,0.00260778,0.06424376,2.15025338,0.18073481,0
1437__NACO_gonad.qgd,1437,winter,<=70%,5-20m,mollusc,Nacella,concinna,NACO,gonad,0.02588167,0.03706288,5.7133414,1.76977733,0.08179666,0.03550657,0.39333501,0.07775116,0.00115415,7.66E-05,26.7593353,0.04229542,4.82434818,0.70551174,0.4309346,0.11996435,0.06236,0.25361854,0.02372736,0.03433448,0.02157005,0,0,0.02378865,3.68939835,0.0752216,11.0407601,12.7382311,0.02290136,0.03179893,0.66144472,1.30385494,0,0.65598643,0.33648713,0.25049098,0,0.10563166,0,2.39780851,1.07466341,1.22404963,0.40679312,0,0.06550849,1.45663633,0.18145575,2.75986485,1.2328732,0.56151205,11.9756577,0.02918715,0,0.7441055,0.78984693,0.01950095,0.10862468,0.3423745,0.11017949,0.04340771,1.66752141,0.45874932,0
1438__ODVA_tf.qgd,1438,winter,<=70%,5-20m,echinoderm,Odontaster,validus,ODVA,tube feet,0.04581626,0.39522334,0.94587023,0.01595052,0.3998636,0.20592983,0.29103614,0.12978325,0.07829803,4.64E-06,1.62230997,0.04228768,0.38536765,0.03889184,0.03552364,0.03145858,0.0439856,0.20323086,0.03732665,0,0,0.02071245,0,0.04718788,12.0813128,0.07345314,0.59390797,5.22386149,1.42866934,0.47738732,0.11993862,0.29661661,0.01921363,0.13030867,0.07586452,0.11199101,0,0.84786634,0.22902048,14.2133674,5.06129782,6.12460126,0.69385866,0,4.60939041,0.13371004,0.05120869,12.3744949,0.04712704,0.08305995,28.1964644,0.01297501,0.33046446,0.17884603,0.12596707,0.01751571,0.01664186,0.01446829,0,0,0.04716022,0.08166622,0.86024404
1439__ODVA_tf.qgd,1439,winter,<=70%,5-20m,echinoderm,Odontaster,validus,ODVA,tube feet,0.03175986,0.28155463,1.34211905,0.02112888,0.49882178,0.29236988,0.23274016,0.17655003,0.11581985,7.44E-06,2.59862468,0.0511536,0.56666146,0.06996383,0.07476492,0.056098,0.09896486,0.2375822,0.07510785,0,0,0.07800488,0,0.1692665,12.155505,0.17911436,0.74249491,4.86615855,1.35231753,0.40751409,0.22699216,0.39725164,0.01984416,0.46835688,0.75088913,0.27468058,0,0.79221534,0.25129959,12.7280731,3.85910732,5.64399622,0.65599855,0,2.98060548,0.30740271,0.09654384,14.175765,0.44726383,0.36418658,26.9088337,0.01115306,0.2546624,0.1258878,0.10520422,0,0.01013961,0.0255768,0,0,0.16197274,0.29738594,0.8865429
1440__ODVA_tf.qgd,1440,winter,<=70%,5-20m,echinoderm,Odontaster,validus,ODVA,tube feet,0.03019168,0.40160582,0.6929191,0,0.67486827,0.37745343,0.26441185,0.23880831,0.18189719,3.46E-06,1.20890511,0.05282586,0.21860709,0.03096275,0.05508161,0.07032592,0.04227505,0.26888025,0.019138,0,0,0.02101061,0,0.01962651,13.1816842,0.15559442,0.22180633,5.25617745,2.12796484,0.35231446,0.14292196,0.26726626,0.03632197,0.12900907,0.07046002,0.06567552,0,0.70174097,0.16606859,14.3434603,2.89924389,6.09636718,0.78017994,0,2.44223079,0.10010572,0.05454042,15.6915637,0.02155659,0.07933457,28.4138689,0.01923857,0.2032191,0.09200224,0.1073136,0,0.00320403,0.01254315,0,0,0.0584868,0.07893227,0.75780438
1441__ODVA_tf.qgd,1441,winter,<=70%,5-20m,echinoderm,Odontaster,validus,ODVA,tube feet,0.04214562,0.3747886,0.72087143,0,0.57590828,0.3033263,0.21575478,0.18707557,0.10362099,4.90E-06,1.71084202,0.03375236,0.56867705,0.03964225,0.08242534,0.06358033,0.06048597,0.24987899,0.04474196,0,0,0.01573738,0,0.03049864,12.3796774,0.13127097,0.29174572,5.09954729,1.21788366,0.3233732,0.13354193,0.29234998,0.01623539,0.19223504,0.1088203,0.07122989,0,0.91945453,0.22201653,14.6182162,3.35893374,5.8582017,0.75557998,0,3.18940834,0.17856942,0.05160797,14.1408757,0.05242472,0.08089808,28.6704114,0.01454213,0.21276003,0.1534361,0.17673007,0,0.03195949,0.11463052,0,0,0.15783194,0.42138982,0.93845227
1442__ODVA_tf.qgd,1442,winter,<=70%,5-20m,echinoderm,Odontaster,validus,ODVA,tube feet,0.02054738,0.37779054,0.58610816,0,0.73926817,0.47540231,0.23986527,0.26732688,0.21770066,2.75E-06,0.95991032,0.03868064,0.14788645,0.02825851,0.05872019,0.08823654,0.03517274,0.25241246,0.01298469,0,0,0.01910985,0,0,12.0997662,0.11249495,0.18019193,4.81593089,2.00999863,0.23285729,0.13647211,0.24156063,0.03646183,0.10001808,0.04161821,0.03478211,0,0.81312155,0.20034868,15.7692705,3.05345006,6.92216235,0.74215887,0,3.27325234,0.15330064,0.05561074,15.7087846,0,0.06929077,27.5326768,0.02959448,0.15476162,0.06427502,0.11782321,0,0.00149222,0.03544618,0,0,0.07858006,0.0920882,0.52497384
1443__ODVA_gonad.qgd,1443,winter,<=70%,5-20m,echinoderm,Odontaster,validus,ODVA,gonad,0.02602115,0.04221327,3.82915672,0.01336185,0.37919349,0.04001195,0.63482166,0.13717808,0.0433407,1.40E-05,4.90789855,0.28825998,2.38530754,0.1887955,0.11256873,0.04138359,0.30939339,0.31113304,0.4125011,0,0,0.02657315,0,0.60902131,7.05757889,0.29430861,2.27436472,9.24918645,0.85507973,1.24619819,0.06746831,1.34261159,0,0.35664161,0.779691,0.84588468,0,1.18512979,0.2741454,7.76254523,10.6283541,6.35988561,1.54060382,0,2.95012502,0.24678606,0.13975745,2.30980005,0.19962148,0.19070912,19.1049386,0.03161145,1.71660955,0.59736231,0.27653073,0,0.01766748,0.07600263,0,0,0.35237277,0.76196999,4.17030875
1444__ODVA_gonad.qgd,1444,winter,<=70%,5-20m,echinoderm,Odontaster,validus,ODVA,gonad,0.03564589,0.12190114,4.26987016,0.02224383,1.00601587,0.18839098,0.74060176,0.30009341,0.2451778,1.91E-05,6.68593873,0.29720915,1.28914139,0.177678,0.23378945,0.11782723,0.21907073,0.510595,0.11445038,0,0,0.53569211,0,0.3698052,8.87965266,0.49867999,1.71347494,7.3674317,0.79423634,0.85410725,0.33576408,0.92070552,0,1.53344554,2.71484377,0.51100704,0,1.07515142,0.21778815,9.11357533,7.18314251,5.29331552,1.37098195,0,1.74182808,0.50695172,0.17436931,3.35367227,0.80937794,0.45923592,18.7187238,0.05834513,1.15862154,0.54664673,0.34717102,0,0.03216371,0.06099704,0,0,0.42586088,0.61579468,3.13177924
1445__ODVA_gonad.qgd,1445,winter,<=70%,5-20m,echinoderm,Odontaster,validus,ODVA,gonad,0.01990585,0.05075887,0.18730759,0,0.13647943,0.04129442,0.14145416,0.0807389,0.05125773,3.25E-06,1.13481695,0.04559707,0.16399287,0.07102501,0.04202885,0.0236265,0,0.34755902,0,0.00340194,0,0.04007498,0,0,18.1287124,0.08400226,0.36115985,14.4618446,0.4980446,0.33137382,0.01076011,0.71212773,0,0.19657804,0,0.12859469,0,1.57708637,0.43104164,4.90219443,4.8604358,4.37422178,1.96132536,0,0.93520765,0.07566024,0.0670965,5.40202314,0,0.04661558,37.3384517,0,0.11202149,0.09253136,0.03552983,0,0.00558445,0,0,0,0.04685115,0.02285743,0.21874261
1450__DEND.qgd,1450,winter,<=70%,5-20m,sponge,Dendrilla,membranosa,DEND,body wall,0.03296449,0.39120199,6.02586513,0,3.14543259,1.51034901,0.48378729,0.98992965,0.0317442,3.30E-05,11.5149825,0.21969153,1.10929733,0.44255983,1.16754658,0.38949931,0.23567961,0.95173273,0.12372776,0.04856766,0.12470264,0.09983136,0.03009867,0.24368541,7.07666108,1.28179613,0.53243058,2.71179125,0.53275582,0.0791941,0.48798937,0.19454796,0.04392856,0.88022508,3.40816351,0.14415828,0.66900158,2.01479541,0,0.16249112,0.07578538,0.19360837,1.72350882,0.36265978,0.03546725,0.33289055,0.07486092,0.65597009,0.18851041,4.16853683,8.09589269,4.69176485,0.0547195,2.88519098,0.10106005,0.01768236,0.09460398,0.45582832,0.20815766,2.41433433,9.83847055,13.4085083,0.38914802
1451__DEND.qgd,1451,winter,<=70%,5-20m,sponge,Dendrilla,membranosa,DEND,body wall,0.04381233,0.36084991,6.88566151,0,2.61940335,1.07582149,0.52985182,0.73822131,0.02226397,3.42E-05,11.9441992,0.23455397,1.41899692,0.56681531,1.13224123,0.30675386,0.20373177,0.91172103,0.10838668,0.03751989,0.1777097,0.09909354,0.03086723,0.22624338,6.95421748,1.0071401,0.40703578,3.02881266,0.36301842,0.06951278,0.27075844,0.18294242,0,0.70575081,3.41582776,0.11638691,0.891829,2.08738222,0,0.13389254,0.0798769,0.18459875,1.7840375,0.16308736,0.04734208,0.27820871,0.08026284,0.44562344,0.18993277,4.39372157,7.97300012,4.83717248,0.04301311,2.72242223,0.08281809,0.01501793,0.06558583,0.35433877,0.17586844,2.53424227,10.2814059,13.6743731,0.284789
1452__DEND.qgd,1452,winter,<=70%,5-20m,sponge,Dendrilla,membranosa,DEND,body wall,0.03479325,0.38855434,5.37015748,0,3.6062695,1.28684361,0.48497178,0.917481,0.02745516,3.11E-05,10.8748361,0.20287274,1.3057885,0.43325621,1.27496025,0.41279279,0.18957035,0.87609924,0.10711053,0.02785838,0.12434819,0.10616064,0.03868458,0.21806328,7.39722288,0.99048841,0.5074862,2.92376247,0.44328437,0.08933007,0.30338312,0.19472692,0,0.63525531,3.00049062,0.10059697,0.85295543,2.51197515,0,0.16103994,0.06667995,0.20292056,1.53172233,0.48945632,0.0546764,0.31227852,0.07531946,0.56636281,0.19026048,4.03323961,7.87870268,5.61750592,0.04079761,2.99546071,0.08798342,0.02003694,0,0.49029377,0.194577,2.83901257,10.2968426,13.1842002,0.41071336
1453__DEND.qgd,1453,winter,<=70%,5-20m,sponge,Dendrilla,membranosa,DEND,body wall,0.03957594,0.28837207,6.08365508,0,2.60011699,0.95919283,0.49190753,0.87828791,0.0281399,3.50E-05,12.2265293,0.27388304,1.07407293,0.5032046,1.15203632,0.39167426,0.24109634,1.00711708,0.08166057,0.06023753,0.21051579,0.12740618,0.03772591,0.27871078,7.501879,0.97650902,0.34786119,2.63707856,0.462687,0.09386818,0.32774389,0.21510468,0,0.93305062,3.79888329,0.16857737,0.78210213,1.88725213,0,0.13240764,0.0462624,0.15507705,1.51706171,0.20941706,0.04995668,0.29796676,0.08170834,0.49594489,0.20697931,4.99776106,8.18941955,4.30850076,0.05853371,2.63686866,0.07262754,0.01681098,0.06237274,0.41267893,0.21551725,2.70773013,9.77314613,13.8541566,0.33334321
1454__DEND.qgd,1454,winter,<=70%,5-20m,sponge,Dendrilla,membranosa,DEND,body wall,0.04370851,0.3689264,6.09456092,0,3.48727947,1.35097999,0.49626441,0.95101839,0.03013141,3.29E-05,11.5050027,0.2095394,1.70916718,0.52873689,1.20114793,0.39741338,0.19488252,0.8407315,0.12110494,0.12187857,0.12224339,0.14909876,0.02845398,0.24310817,6.2840445,1.11663663,0.39267074,3.2109582,0.45334512,0.07044289,0.30897158,0.19991297,0,0.75753465,4.28114744,0.09824056,1.64826089,1.94776187,0,0.13696994,0.09273346,0.17479369,1.64253197,0.27380971,0.0541929,0.22820196,0.07251813,0.59229589,0.14929126,5.11045592,7.88966751,4.67042116,0.04602391,2.50220101,0.09211565,0.01818957,0.07791524,0.59043331,0.21934916,2.34558406,8.4150752,13.3214805,0.31840918
1456__ISAN.qgd,1456,winter,<=70%,5-20m,anemone,Isotealia,antarctica,ISAN,tentacle,0.0326529,0.06289749,0.91388225,0,1.92559489,0.08160677,2.46727974,2.16778362,2.05014703,3.27E-05,11.4237865,0.19234714,0.44914222,0.17256202,1.87402176,1.36666156,0.38713423,2.87043543,0.02856052,0.02274013,0.01698654,0,0.02532951,0.02437849,11.5643839,0.18410436,0.86441156,1.85986367,0.04843968,0.09613929,0.22151413,0.32776483,0.00064691,0.20629779,0.12595847,0.07120003,0.31455249,0.42425746,0.10638958,2.43912705,1.35467623,3.19139721,0.37275289,0,0.46832438,0.09053512,0.1372213,3.81358488,0.05397266,0.23710842,24.2727638,0.10317087,5.20618945,0.24725148,0.0319058,0.26693639,0.0853546,4.26913639,0,0.12720305,8.04285747,0.0623877,0.1542553
1457__ISAN.qgd,1457,winter,<=70%,5-20m,anemone,Isotealia,antarctica,ISAN,tentacle,0.03581284,0.07311552,1.03407697,0,1.93380113,0.08702448,2.07431086,1.89527905,1.37822032,3.71E-05,12.9462191,0.1505694,0.65064395,0.23679875,1.13115625,0.95759149,0.34159443,2.35609307,0.0172449,0.0289612,0.01550729,0.00423309,0.0207444,0.01820682,10.850546,0.12454254,1.55811365,3.01861849,0.0381974,0.0754183,0.28583716,0.40185198,0.00122264,0.29669518,0.17195346,0.07787653,0.34562671,0.33663909,0.07917852,2.32802254,1.53720407,3.92879258,0.45446601,0,0.42703352,0.20333403,0.15721538,3.00951103,0.16293183,0.33185865,24.6576652,0.0723787,4.73695635,0.35628069,0.13497951,0.25308497,0.10928949,3.19071122,0,0.12275311,8.51449939,0.09183893,0.16963287
1458__ISAN.qgd,1458,winter,<=70%,5-20m,anemone,Isotealia,antarctica,ISAN,tentacle,0.03301951,0.05475607,0.62386107,0,1.75601676,0.0631098,1.90318204,2.19799409,1.8861853,3.45E-05,12.0572396,0.16229465,0.40139498,0.20718111,1.80877913,1.21237757,0.38549304,2.50738628,0.01689421,0.02134295,0.00774043,0.0035059,0.0212807,0.01078315,11.3515502,0.08342753,0.93735049,1.99845639,0.05685869,0.08950198,0.20200007,0.28862044,0.00476729,0.20709873,0.09669318,0.04646458,0.33945869,0.3918659,0.10708821,2.37051534,1.4963369,3.63908062,0.41400156,0,0.5465922,0.11963621,0.13898364,3.52853045,0.09524506,0.25349007,25.1303636,0.07490902,5.17279423,0.24946424,0.06639235,0.20706943,0.08680527,3.9812177,0,0.11156624,8.51191654,0.05368508,0.20834913
1459__ISAN.qgd,1459,winter,<=70%,5-20m,anemone,Isotealia,antarctica,ISAN,tentacle,0.03865954,0.09665041,0.90024195,0,1.81515417,0.09606485,1.98764023,1.70193004,1.1583199,3.38E-05,11.8133816,0.17339173,0.53777326,0.22316132,1.67974117,0.9901061,0.33598883,2.49935679,0.01174558,0.0382801,0.02337405,0.00498898,0.02458733,0.00947829,10.6116732,0.10006228,1.2787847,2.72424513,0.06107717,0.12490569,0.27443619,0.34650551,0.00593681,0.25106058,0.13034439,0.05836719,0.34560141,0.40229467,0.09673473,2.89893134,2.00670767,4.35882156,0.5020306,0,0.67536924,0.25423198,0.15620746,3.58412864,0.26197544,0.26978761,23.7814248,0.10092891,4.95984793,0.46273553,0.08793257,0.30265712,0.15205856,3.43131899,0,0.14129985,8.28214947,0.04213075,0.31524435
1460__ISAN.qgd,1460,winter,<=70%,5-20m,anemone,Isotealia,antarctica,ISAN,tentacle,0.03926567,0.07371229,0.73234648,0,1.48013792,0.0633357,1.99503519,2.20945001,1.74988667,3.07E-05,10.7167227,0.18191065,0.5686706,0.21536632,1.91800132,1.18654953,0.50967741,2.75818481,0.01861822,0.02769616,0.01360507,0.00653902,0.01938037,0.024029,11.7851351,0.08852134,1.2983251,2.28388343,0.0509275,0.15207165,0.30562025,0.36818591,0.00257206,0.41352669,0.27917225,0.09522289,0.30518474,0.39651009,0.09223899,2.4819507,1.85755326,3.48367195,0.51275284,0,0.60298467,0.20219203,0.16347548,3.71861272,0.17788057,0.46475164,22.2503793,0.10156624,4.87641992,0.30075386,0.05997152,0.20328555,0.09602764,4.40401839,0,0.15625005,8.97351467,0.07245309,0.41428411
1464__CNEM.qgd,1464,winter,<=70%,5-20m,tunicate,Cnemidocarpa,sp.,CNEM,pharyngeal basket,0.19307692,0.13184241,10.3403229,0.00975108,0.71376064,0.17008511,1.87634544,0.43343282,0.0771596,4.34E-05,15.1754222,0.06542023,4.96395927,0.36970436,0.38993378,0.41293808,0.49839733,1.19483452,0.05341554,0.01306906,0.05176123,0.01377137,0.03872026,0.06927821,7.23625956,0.02187125,2.14339819,3.82943534,0.0349606,0.03179712,1.7613021,0.3519564,0.18733989,0.90137521,2.05349415,0.02175888,0.01457355,0.80887108,0,0.10422165,0.28165439,2.78469685,0,0,0.02235194,0.26048856,0.08726027,0.74911921,0.14185568,0.71550859,23.5043656,0.35006487,0.15899809,0,0,0.06362234,0.00397971,0.08099573,0.15598912,0.05392432,1.80484484,11.9506238,0.07059542
1465__CNEM.qgd,1465,winter,<=70%,5-20m,tunicate,Cnemidocarpa,sp.,CNEM,pharyngeal basket,0.12832332,0.05616736,10.5406411,0.00642647,0.59573745,0.12011159,1.79991523,0.31528719,0.03928867,5.09E-05,17.7871241,0.09049059,5.15936866,0.64219899,0.25263869,0.3124745,0.37894023,0.8759105,0.03348654,0.01443475,0.10748245,0.00863771,0.05150582,0.07366403,4.79950056,0.02649169,1.93879377,4.47912713,0.05584629,0.03002663,2.38024137,0.26358682,0.33628574,1.08175068,2.84351275,0.01897931,0.02105068,0.46232788,0,0.09843911,0.2424128,1.85803062,0,0,0.02664936,0.28783675,0.12549664,0.45453958,0.10902358,0.71695783,20.8626527,0.26755028,0.09270565,0,0,0.0338057,0.00681556,0.03713846,0.22302532,0.03985197,1.46828086,14.8431027,0.07785637
1466__CNEM.qgd,1466,winter,<=70%,5-20m,tunicate,Cnemidocarpa,sp.,CNEM,pharyngeal basket,0.13362155,0.09045032,11.3737379,0.00828722,0.77696233,0.14589105,1.68287994,0.39883391,0.05250571,4.73E-05,16.5115363,0.12685111,3.73127486,0.80519955,0.39673167,0.40499185,0.31340152,0.99119156,0.04826065,0.01067736,0.08015361,0.0104397,0.06162378,0.07539266,5.43697799,0.13342447,1.65760285,4.15590756,0.05740674,0.02299516,1.53008126,0.20022655,0.15706305,0.68032316,2.44047578,0.01401234,0.03366865,0.57049283,0,0.09487894,0.21385825,2.37278102,0,0,0.02477858,0.28164382,0.09969399,0.6016245,0.10093639,0.52808868,20.8938025,0.31545739,0.06765032,0,0,0.02826621,0.00391658,0.0445972,0.25592232,0.03251899,1.43067517,17.2873074,0
