sample,batch,FA,proportion,species
DEME_11F0995_0081,batch_4,26:0,0,D. menziesii
DEME_11F0995_0081,batch_4,26:4w2,0,D. menziesii
DEME_11F0995_0081,batch_4,27:0,0,D. menziesii
DEME_11F0995_0081,batch_4,28:0,0,D. menziesii
DEME_11F0995_0081,batch_4,29:0,0,D. menziesii
DEME_12F1161_0082,batch_4,8:0,6.57e-5,D. menziesii
DEME_12F1161_0082,batch_4,9:0,1.6577383542891e-4,D. menziesii
DEME_12F1161_0082,batch_4,10:0,5.1e-5,D. menziesii
DEME_12F1161_0082,batch_4,11:0,5.78e-5,D. menziesii
DEME_12F1161_0082,batch_4,11:1,2.1e-5,D. menziesii
DEME_12F1161_0082,batch_4,12:0,2.5202370684539e-4,D. menziesii
DEME_12F1161_0082,batch_4,13:0,2.89e-5,D. menziesii
DEME_12F1161_0082,batch_4,13:1,0,D. menziesii
DEME_12F1161_0082,batch_4,i-14:0,0,D. menziesii
DEME_12F1161_0082,batch_4,14:0,0.0529075702066041,D. menziesii
DEME_12F1161_0082,batch_4,14:1,4.8782610759869e-4,D. menziesii
DEME_12F1161_0082,batch_4,14:1w5,0,D. menziesii
DEME_12F1161_0082,batch_4,i-15:0,0,D. menziesii
DEME_12F1161_0082,batch_4,a-15:0,0,D. menziesii
DEME_12F1161_0082,batch_4,15:0,0.00128267010611108,D. menziesii
DEME_12F1161_0082,batch_4,15:1w7,0,D. menziesii
DEME_12F1161_0082,batch_4,15:1w5,0,D. menziesii
DEME_12F1161_0082,batch_4,i-16:0,0,D. menziesii
DEME_12F1161_0082,batch_4,16:0,0.0998389738639151,D. menziesii
DEME_12F1161_0082,batch_4,16:1w13,0,D. menziesii
DEME_12F1161_0082,batch_4,16:1w9,0,D. menziesii
DEME_12F1161_0082,batch_4,16:1w7t,0,D. menziesii
DEME_12F1161_0082,batch_4,16:1w8c,0,D. menziesii
DEME_12F1161_0082,batch_4,16:1w7c,0.0111954706948258,D. menziesii
DEME_12F1161_0082,batch_4,16:1w6c,0,D. menziesii
DEME_12F1161_0082,batch_4,16:1w5t,0,D. menziesii
DEME_12F1161_0082,batch_4,16:1w5c,0.00854388061118716,D. menziesii
DEME_12F1161_0082,batch_4,16:2w6,0,D. menziesii
DEME_12F1161_0082,batch_4,14:4w3,0.00522603005293685,D. menziesii
DEME_12F1161_0082,batch_4,i-17:0,0,D. menziesii
DEME_12F1161_0082,batch_4,a-17:0,0,D. menziesii
DEME_12F1161_0082,batch_4,16:2w5,0,D. menziesii
DEME_12F1161_0082,batch_4,16:2w4,0,D. menziesii
DEME_12F1161_0082,batch_4,17:0,0.00114894324125434,D. menziesii
DEME_12F1161_0082,batch_4,16:3w4,0,D. menziesii
DEME_12F1161_0082,batch_4,16:3w3,0,D. menziesii
DEME_12F1161_0082,batch_4,17:1w9c,5.9979268379531e-4,D. menziesii
DEME_12F1161_0082,batch_4,17:1w7c,0,D. menziesii
DEME_12F1161_0082,batch_4,16:4w3,0,D. menziesii
DEME_12F1161_0082,batch_4,16:4w1,0,D. menziesii
DEME_12F1161_0082,batch_4,17:2,0,D. menziesii
DEME_12F1161_0082,batch_4,18:0,0.0283948028517847,D. menziesii
DEME_12F1161_0082,batch_4,18:1w9t,0,D. menziesii
DEME_12F1161_0082,batch_4,18:1w9c,0.137339864057542,D. menziesii
DEME_12F1161_0082,batch_4,18:1w8c,0,D. menziesii
DEME_12F1161_0082,batch_4,18:1w7c,0,D. menziesii
DEME_12F1161_0082,batch_4,18:1w5c,0.00141006670517578,D. menziesii
DEME_12F1161_0082,batch_4,18:1w6c,0,D. menziesii
DEME_12F1161_0082,batch_4,"18:2w7,12c",0,D. menziesii
DEME_12F1161_0082,batch_4,18:2w6t,0,D. menziesii
DEME_12F1161_0082,batch_4,18:2w6c,0.0643230176377031,D. menziesii
DEME_12F1161_0082,batch_4,18:2w3,0,D. menziesii
DEME_12F1161_0082,batch_4,18:2,0,D. menziesii
DEME_12F1161_0082,batch_4,18:3w6,0.00641612002183942,D. menziesii
DEME_12F1161_0082,batch_4,18:3w4,0,D. menziesii
DEME_12F1161_0082,batch_4,19:0,0.127596398078764,D. menziesii
DEME_12F1161_0082,batch_4,18:3w3,0.0509701132326294,D. menziesii
DEME_12F1161_0082,batch_4,18:4w3c,0,D. menziesii
DEME_12F1161_0082,batch_4,18:4w1,0.0544102170489883,D. menziesii
DEME_12F1161_0082,batch_4,18:5w3,0,D. menziesii
DEME_12F1161_0082,batch_4,20:0,0.0184392729689738,D. menziesii
DEME_12F1161_0082,batch_4,20:1w11,3.8535493009012e-4,D. menziesii
DEME_12F1161_0082,batch_4,20:1w9,0,D. menziesii
DEME_12F1161_0082,batch_4,20:1w7,0,D. menziesii
DEME_12F1161_0082,batch_4,20:1w5,0,D. menziesii
DEME_12F1161_0082,batch_4,20:2w6,0.00204942355017131,D. menziesii
DEME_12F1161_0082,batch_4,20:3n7,0,D. menziesii
DEME_12F1161_0082,batch_4,20:3w6,0.00591049004170063,D. menziesii
DEME_12F1161_0082,batch_4,20:4w6,0.180149869042626,D. menziesii
DEME_12F1161_0082,batch_4,20:3w3,0.00122965413010279,D. menziesii
DEME_12F1161_0082,batch_4,20:4w3,0.00680780521772158,D. menziesii
DEME_12F1161_0082,batch_4,20:5w3,0.131680210797851,D. menziesii
DEME_12F1161_0082,batch_4,21:0,0,D. menziesii
DEME_12F1161_0082,batch_4,22:0,2.8090554452155e-4,D. menziesii
DEME_12F1161_0082,batch_4,22:1w9c,0,D. menziesii
DEME_12F1161_0082,batch_4,22:1w7c,0,D. menziesii
DEME_12F1161_0082,batch_4,22:2w6,0,D. menziesii
DEME_12F1161_0082,batch_4,21:5w3,0,D. menziesii
DEME_12F1161_0082,batch_4,23:0,0,D. menziesii
DEME_12F1161_0082,batch_4,22:4w6,0,D. menziesii
DEME_12F1161_0082,batch_4,22:5w6,0,D. menziesii
DEME_12F1161_0082,batch_4,22:3w6,0,D. menziesii
DEME_12F1161_0082,batch_4,22:6w4,0,D. menziesii
DEME_12F1161_0082,batch_4,22:5w3,0,D. menziesii
DEME_12F1161_0082,batch_4,22:6w3,0,D. menziesii
DEME_12F1161_0082,batch_4,24:0,3.3313023730583e-4,D. menziesii
DEME_12F1161_0082,batch_4,24:1,0,D. menziesii
DEME_12F1161_0082,batch_4,24:1w9,0,D. menziesii
DEME_12F1161_0082,batch_4,24:1w7,0,D. menziesii
DEME_12F1161_0082,batch_4,26:0,0,D. menziesii
DEME_12F1161_0082,batch_4,26:4w2,0,D. menziesii
DEME_12F1161_0082,batch_4,27:0,0,D. menziesii
DEME_12F1161_0082,batch_4,28:0,0,D. menziesii
DEME_12F1161_0082,batch_4,29:0,0,D. menziesii
IRCO_08F0692_0100,batch_4,8:0,2.2766269093952e-4,I. cordata
IRCO_08F0692_0100,batch_4,9:0,0.00156852898095836,I. cordata
IRCO_08F0692_0100,batch_4,10:0,1.2052730696798e-4,I. cordata
IRCO_08F0692_0100,batch_4,11:0,1.1885331659343e-4,I. cordata
IRCO_08F0692_0100,batch_4,11:1,1.8413894120108e-4,I. cordata
IRCO_08F0692_0100,batch_4,12:0,0.00107470182046453,I. cordata
IRCO_08F0692_0100,batch_4,13:0,1.0211341284787e-4,I. cordata
IRCO_08F0692_0100,batch_4,13:1,2.2933668131408e-4,I. cordata
IRCO_08F0692_0100,batch_4,i-14:0,0,I. cordata
IRCO_08F0692_0100,batch_4,14:0,0.0106499267629211,I. cordata
IRCO_08F0692_0100,batch_4,14:1,3.5655994978028e-4,I. cordata
IRCO_08F0692_0100,batch_4,14:1w5,0,I. cordata
IRCO_08F0692_0100,batch_4,i-15:0,0,I. cordata
IRCO_08F0692_0100,batch_4,a-15:0,0,I. cordata
IRCO_08F0692_0100,batch_4,15:0,0.00115505335844319,I. cordata
IRCO_08F0692_0100,batch_4,15:1w7,0,I. cordata
IRCO_08F0692_0100,batch_4,15:1w5,0,I. cordata
IRCO_08F0692_0100,batch_4,i-16:0,0,I. cordata
IRCO_08F0692_0100,batch_4,16:0,0.146117597823813,I. cordata
IRCO_08F0692_0100,batch_4,16:1w13,0,I. cordata
IRCO_08F0692_0100,batch_4,16:1w9,0,I. cordata
IRCO_08F0692_0100,batch_4,16:1w7t,0,I. cordata
IRCO_08F0692_0100,batch_4,16:1w8c,0,I. cordata
IRCO_08F0692_0100,batch_4,16:1w7c,0.00503201506591337,I. cordata
IRCO_08F0692_0100,batch_4,16:1w6c,0,I. cordata
IRCO_08F0692_0100,batch_4,16:1w5t,0,I. cordata
IRCO_08F0692_0100,batch_4,16:1w5c,0,I. cordata
IRCO_08F0692_0100,batch_4,16:2w6,0,I. cordata
IRCO_08F0692_0100,batch_4,14:4w3,0,I. cordata
IRCO_08F0692_0100,batch_4,i-17:0,0,I. cordata
IRCO_08F0692_0100,batch_4,a-17:0,0,I. cordata
IRCO_08F0692_0100,batch_4,16:2w5,0,I. cordata
IRCO_08F0692_0100,batch_4,16:2w4,0,I. cordata
IRCO_08F0692_0100,batch_4,17:0,3.1638418079096e-4,I. cordata
IRCO_08F0692_0100,batch_4,16:3w4,0,I. cordata
IRCO_08F0692_0100,batch_4,16:3w3,0,I. cordata
IRCO_08F0692_0100,batch_4,17:1w9c,0,I. cordata
IRCO_08F0692_0100,batch_4,17:1w7c,0,I. cordata
IRCO_08F0692_0100,batch_4,16:4w3,0,I. cordata
IRCO_08F0692_0100,batch_4,16:4w1,0,I. cordata
IRCO_08F0692_0100,batch_4,17:2,0,I. cordata
IRCO_08F0692_0100,batch_4,18:0,0.00986817325800377,I. cordata
IRCO_08F0692_0100,batch_4,18:1w9t,0,I. cordata
IRCO_08F0692_0100,batch_4,18:1w9c,0.0132161540071145,I. cordata
IRCO_08F0692_0100,batch_4,18:1w8c,0,I. cordata
IRCO_08F0692_0100,batch_4,18:1w7c,0.00358233940154844,I. cordata
IRCO_08F0692_0100,batch_4,18:1w5c,0,I. cordata
IRCO_08F0692_0100,batch_4,18:1w6c,0,I. cordata
IRCO_08F0692_0100,batch_4,"18:2w7,12c",0,I. cordata
IRCO_08F0692_0100,batch_4,18:2w6t,0,I. cordata
IRCO_08F0692_0100,batch_4,18:2w6c,0.00604812722326847,I. cordata
IRCO_08F0692_0100,batch_4,18:2w3,0,I. cordata
IRCO_08F0692_0100,batch_4,18:2,0,I. cordata
IRCO_08F0692_0100,batch_4,18:3w6,0.00105461393596987,I. cordata
IRCO_08F0692_0100,batch_4,18:3w4,0,I. cordata
IRCO_08F0692_0100,batch_4,19:0,0.494188742414731,I. cordata
IRCO_08F0692_0100,batch_4,18:3w3,3.5990793052939e-4,I. cordata
IRCO_08F0692_0100,batch_4,18:4w3c,0,I. cordata
IRCO_08F0692_0100,batch_4,18:4w1,0,I. cordata
IRCO_08F0692_0100,batch_4,18:5w3,0,I. cordata
IRCO_08F0692_0100,batch_4,20:0,0,I. cordata
IRCO_08F0692_0100,batch_4,20:1w11,0,I. cordata
IRCO_08F0692_0100,batch_4,20:1w9,0,I. cordata
IRCO_08F0692_0100,batch_4,20:1w7,0,I. cordata
IRCO_08F0692_0100,batch_4,20:1w5,0,I. cordata
IRCO_08F0692_0100,batch_4,20:2w6,0,I. cordata
IRCO_08F0692_0100,batch_4,20:3n7,0,I. cordata
IRCO_08F0692_0100,batch_4,20:3w6,5.507428332287e-4,I. cordata
IRCO_08F0692_0100,batch_4,20:4w6,0.0643699518727767,I. cordata
IRCO_08F0692_0100,batch_4,20:3w3,0,I. cordata
IRCO_08F0692_0100,batch_4,20:4w3,0,I. cordata
IRCO_08F0692_0100,batch_4,20:5w3,0.239507846829881,I. cordata
IRCO_08F0692_0100,batch_4,21:0,0,I. cordata
IRCO_08F0692_0100,batch_4,22:0,0,I. cordata
IRCO_08F0692_0100,batch_4,22:1w9c,0,I. cordata
IRCO_08F0692_0100,batch_4,22:1w7c,0,I. cordata
IRCO_08F0692_0100,batch_4,22:2w6,0,I. cordata
IRCO_08F0692_0100,batch_4,21:5w3,0,I. cordata
IRCO_08F0692_0100,batch_4,23:0,0,I. cordata
IRCO_08F0692_0100,batch_4,22:4w6,0,I. cordata
IRCO_08F0692_0100,batch_4,22:5w6,0,I. cordata
IRCO_08F0692_0100,batch_4,22:3w6,0,I. cordata
IRCO_08F0692_0100,batch_4,22:6w4,0,I. cordata
IRCO_08F0692_0100,batch_4,22:5w3,0,I. cordata
IRCO_08F0692_0100,batch_4,22:6w3,0,I. cordata
IRCO_08F0692_0100,batch_4,24:0,0,I. cordata
IRCO_08F0692_0100,batch_4,24:1,0,I. cordata
IRCO_08F0692_0100,batch_4,24:1w9,0,I. cordata
IRCO_08F0692_0100,batch_4,24:1w7,0,I. cordata
IRCO_08F0692_0100,batch_4,26:0,0,I. cordata
IRCO_08F0692_0100,batch_4,26:4w2,0,I. cordata
IRCO_08F0692_0100,batch_4,27:0,0,I. cordata
IRCO_08F0692_0100,batch_4,28:0,0,I. cordata
IRCO_08F0692_0100,batch_4,29:0,0,I. cordata
IRCO_09F0739_0101,batch_4,8:0,2.8612200957793e-4,I. cordata
IRCO_09F0739_0101,batch_4,9:0,0.00151108186308347,I. cordata
IRCO_09F0739_0101,batch_4,10:0,1.0193096591213e-4,I. cordata
IRCO_09F0739_0101,batch_4,11:0,8.05e-5,I. cordata
IRCO_09F0739_0101,batch_4,11:1,1.8597930622565e-4,I. cordata
IRCO_09F0739_0101,batch_4,12:0,8.3154209033587e-4,I. cordata
IRCO_09F0739_0101,batch_4,13:0,1.0908401615158e-4,I. cordata
IRCO_09F0739_0101,batch_4,13:1,7.33e-5,I. cordata
IRCO_09F0739_0101,batch_4,i-14:0,0,I. cordata
IRCO_09F0739_0101,batch_4,14:0,0.0094295084781528,I. cordata
IRCO_09F0739_0101,batch_4,14:1,0,I. cordata
IRCO_09F0739_0101,batch_4,14:1w5,0,I. cordata
IRCO_09F0739_0101,batch_4,i-15:0,0,I. cordata
IRCO_09F0739_0101,batch_4,a-15:0,0,I. cordata
IRCO_09F0739_0101,batch_4,15:0,0.00155936495219974,I. cordata
IRCO_09F0739_0101,batch_4,15:1w7,0,I. cordata
IRCO_09F0739_0101,batch_4,15:1w5,0,I. cordata
IRCO_09F0739_0101,batch_4,i-16:0,0,I. cordata
IRCO_09F0739_0101,batch_4,16:0,0.164663216512101,I. cordata
IRCO_09F0739_0101,batch_4,16:1w13,0,I. cordata
IRCO_09F0739_0101,batch_4,16:1w9,0,I. cordata
IRCO_09F0739_0101,batch_4,16:1w7t,0,I. cordata
IRCO_09F0739_0101,batch_4,16:1w8c,0,I. cordata
IRCO_09F0739_0101,batch_4,16:1w7c,0.00509833655816682,I. cordata
IRCO_09F0739_0101,batch_4,16:1w6c,0,I. cordata
IRCO_09F0739_0101,batch_4,16:1w5t,0,I. cordata
IRCO_09F0739_0101,batch_4,16:1w5c,0,I. cordata
IRCO_09F0739_0101,batch_4,16:2w6,0,I. cordata
IRCO_09F0739_0101,batch_4,14:4w3,0,I. cordata
IRCO_09F0739_0101,batch_4,i-17:0,0,I. cordata
IRCO_09F0739_0101,batch_4,a-17:0,0,I. cordata
IRCO_09F0739_0101,batch_4,16:2w5,0,I. cordata
IRCO_09F0739_0101,batch_4,16:2w4,0,I. cordata
IRCO_09F0739_0101,batch_4,17:0,4.1666517644786e-4,I. cordata
IRCO_09F0739_0101,batch_4,16:3w4,0,I. cordata
IRCO_09F0739_0101,batch_4,16:3w3,0,I. cordata
IRCO_09F0739_0101,batch_4,17:1w9c,0,I. cordata
IRCO_09F0739_0101,batch_4,17:1w7c,0,I. cordata
IRCO_09F0739_0101,batch_4,16:4w3,0,I. cordata
IRCO_09F0739_0101,batch_4,16:4w1,0,I. cordata
IRCO_09F0739_0101,batch_4,17:2,0,I. cordata
IRCO_09F0739_0101,batch_4,18:0,0.0110031795308314,I. cordata
IRCO_09F0739_0101,batch_4,18:1w9t,0,I. cordata
IRCO_09F0739_0101,batch_4,18:1w9c,0.014409819707368701,I. cordata
IRCO_09F0739_0101,batch_4,18:1w8c,0,I. cordata
IRCO_09F0739_0101,batch_4,18:1w7c,0.00419884049055619,I. cordata
IRCO_09F0739_0101,batch_4,18:1w5c,0,I. cordata
IRCO_09F0739_0101,batch_4,18:1w6c,0,I. cordata
IRCO_09F0739_0101,batch_4,"18:2w7,12c",0,I. cordata
IRCO_09F0739_0101,batch_4,18:2w6t,0,I. cordata
IRCO_09F0739_0101,batch_4,18:2w6c,0.00595849084946048,I. cordata
IRCO_09F0739_0101,batch_4,18:2w3,0,I. cordata
IRCO_09F0739_0101,batch_4,18:2,0,I. cordata
IRCO_09F0739_0101,batch_4,18:3w6,0.00112839367527298,I. cordata
IRCO_09F0739_0101,batch_4,18:3w4,0,I. cordata
IRCO_09F0739_0101,batch_4,19:0,0.482927457340997,I. cordata
IRCO_09F0739_0101,batch_4,18:3w3,6.2589189595173e-4,I. cordata
IRCO_09F0739_0101,batch_4,18:4w3c,0,I. cordata
IRCO_09F0739_0101,batch_4,18:4w1,0,I. cordata
IRCO_09F0739_0101,batch_4,18:5w3,0,I. cordata
IRCO_09F0739_0101,batch_4,20:0,2.4856849582083e-4,I. cordata
IRCO_09F0739_0101,batch_4,20:1w11,0,I. cordata
IRCO_09F0739_0101,batch_4,20:1w9,0,I. cordata
IRCO_09F0739_0101,batch_4,20:1w7,0,I. cordata
IRCO_09F0739_0101,batch_4,20:1w5,0,I. cordata
IRCO_09F0739_0101,batch_4,20:2w6,0,I. cordata
IRCO_09F0739_0101,batch_4,20:3n7,0,I. cordata
IRCO_09F0739_0101,batch_4,20:3w6,6.3125668363131e-4,I. cordata
IRCO_09F0739_0101,batch_4,20:4w6,0.0285907418070751,I. cordata
IRCO_09F0739_0101,batch_4,20:3w3,0,I. cordata
IRCO_09F0739_0101,batch_4,20:4w3,0,I. cordata
IRCO_09F0739_0101,batch_4,20:5w3,0.265930737014531,I. cordata
IRCO_09F0739_0101,batch_4,21:0,0,I. cordata
IRCO_09F0739_0101,batch_4,22:0,0,I. cordata
IRCO_09F0739_0101,batch_4,22:1w9c,0,I. cordata
IRCO_09F0739_0101,batch_4,22:1w7c,0,I. cordata
IRCO_09F0739_0101,batch_4,22:2w6,0,I. cordata
IRCO_09F0739_0101,batch_4,21:5w3,0,I. cordata
IRCO_09F0739_0101,batch_4,23:0,0,I. cordata
IRCO_09F0739_0101,batch_4,22:4w6,0,I. cordata
IRCO_09F0739_0101,batch_4,22:5w6,0,I. cordata
IRCO_09F0739_0101,batch_4,22:3w6,0,I. cordata
IRCO_09F0739_0101,batch_4,22:6w4,0,I. cordata
IRCO_09F0739_0101,batch_4,22:5w3,0,I. cordata
IRCO_09F0739_0101,batch_4,22:6w3,0,I. cordata
IRCO_09F0739_0101,batch_4,24:0,0,I. cordata
IRCO_09F0739_0101,batch_4,24:1,0,I. cordata
IRCO_09F0739_0101,batch_4,24:1w9,0,I. cordata
IRCO_09F0739_0101,batch_4,24:1w7,0,I. cordata
IRCO_09F0739_0101,batch_4,26:0,0,I. cordata
IRCO_09F0739_0101,batch_4,26:4w2,0,I. cordata
IRCO_09F0739_0101,batch_4,27:0,0,I. cordata
IRCO_09F0739_0101,batch_4,28:0,0,I. cordata
IRCO_09F0739_0101,batch_4,29:0,0,I. cordata
IRCO_11F1030_0076,batch_4,8:0,1.1827762872029e-4,I. cordata
IRCO_11F1030_0076,batch_4,9:0,2.4744924955957e-4,I. cordata
IRCO_11F1030_0076,batch_4,10:0,2.0698585026052e-4,I. cordata
IRCO_11F1030_0076,batch_4,11:0,1.4162189754667e-4,I. cordata
IRCO_11F1030_0076,batch_4,11:1,0,I. cordata
IRCO_11F1030_0076,batch_4,12:0,0.0151550993220824,I. cordata
IRCO_11F1030_0076,batch_4,13:0,3.6572687827987e-4,I. cordata
IRCO_11F1030_0076,batch_4,13:1,1.3695304378139e-4,I. cordata
IRCO_11F1030_0076,batch_4,i-14:0,0,I. cordata
IRCO_11F1030_0076,batch_4,14:0,0.0122915356793805,I. cordata
IRCO_11F1030_0076,batch_4,14:1,0,I. cordata
IRCO_11F1030_0076,batch_4,14:1w5,0,I. cordata
IRCO_11F1030_0076,batch_4,i-15:0,0,I. cordata
IRCO_11F1030_0076,batch_4,a-15:0,0,I. cordata
IRCO_11F1030_0076,batch_4,15:0,0.00187843549822895,I. cordata
IRCO_11F1030_0076,batch_4,15:1w7,0,I. cordata
IRCO_11F1030_0076,batch_4,15:1w5,0,I. cordata
IRCO_11F1030_0076,batch_4,i-16:0,0,I. cordata
IRCO_11F1030_0076,batch_4,16:0,0.155824550700639,I. cordata
IRCO_11F1030_0076,batch_4,16:1w13,0,I. cordata
IRCO_11F1030_0076,batch_4,16:1w9,0,I. cordata
IRCO_11F1030_0076,batch_4,16:1w7t,0,I. cordata
IRCO_11F1030_0076,batch_4,16:1w8c,0,I. cordata
IRCO_11F1030_0076,batch_4,16:1w7c,0.00168078735549898,I. cordata
IRCO_11F1030_0076,batch_4,16:1w6c,0,I. cordata
IRCO_11F1030_0076,batch_4,16:1w5t,0,I. cordata
IRCO_11F1030_0076,batch_4,16:1w5c,0,I. cordata
IRCO_11F1030_0076,batch_4,16:2w6,0,I. cordata
IRCO_11F1030_0076,batch_4,14:4w3,0,I. cordata
IRCO_11F1030_0076,batch_4,i-17:0,0,I. cordata
IRCO_11F1030_0076,batch_4,a-17:0,0,I. cordata
IRCO_11F1030_0076,batch_4,16:2w5,0,I. cordata
IRCO_11F1030_0076,batch_4,16:2w4,0,I. cordata
IRCO_11F1030_0076,batch_4,17:0,7.4390403326713e-4,I. cordata
IRCO_11F1030_0076,batch_4,16:3w4,0,I. cordata
IRCO_11F1030_0076,batch_4,16:3w3,0,I. cordata
IRCO_11F1030_0076,batch_4,17:1w9c,0,I. cordata
IRCO_11F1030_0076,batch_4,17:1w7c,0,I. cordata
IRCO_11F1030_0076,batch_4,16:4w3,0,I. cordata
IRCO_11F1030_0076,batch_4,16:4w1,0,I. cordata
IRCO_11F1030_0076,batch_4,17:2,0,I. cordata
IRCO_11F1030_0076,batch_4,18:0,0.00955403108834094,I. cordata
IRCO_11F1030_0076,batch_4,18:1w9t,0,I. cordata
IRCO_11F1030_0076,batch_4,18:1w9c,0.00652083242550066,I. cordata
IRCO_11F1030_0076,batch_4,18:1w8c,0,I. cordata
IRCO_11F1030_0076,batch_4,18:1w7c,0.00741102721007974,I. cordata
IRCO_11F1030_0076,batch_4,18:1w5c,0,I. cordata
IRCO_11F1030_0076,batch_4,18:1w6c,0,I. cordata
IRCO_11F1030_0076,batch_4,"18:2w7,12c",0,I. cordata
IRCO_11F1030_0076,batch_4,18:2w6t,0,I. cordata
IRCO_11F1030_0076,batch_4,18:2w6c,0.00389693660941614,I. cordata
IRCO_11F1030_0076,batch_4,18:2w3,0,I. cordata
IRCO_11F1030_0076,batch_4,18:2,0,I. cordata
IRCO_11F1030_0076,batch_4,18:3w6,0.00172280703938645,I. cordata
IRCO_11F1030_0076,batch_4,18:3w4,0,I. cordata
IRCO_11F1030_0076,batch_4,19:0,0.428694152727544,I. cordata
IRCO_11F1030_0076,batch_4,18:3w3,0,I. cordata
IRCO_11F1030_0076,batch_4,18:4w3c,0,I. cordata
IRCO_11F1030_0076,batch_4,18:4w1,0,I. cordata
IRCO_11F1030_0076,batch_4,18:5w3,0,I. cordata
IRCO_11F1030_0076,batch_4,20:0,2.1632355779107e-4,I. cordata
IRCO_11F1030_0076,batch_4,20:1w11,0,I. cordata
IRCO_11F1030_0076,batch_4,20:1w9,0,I. cordata
IRCO_11F1030_0076,batch_4,20:1w7,0,I. cordata
IRCO_11F1030_0076,batch_4,20:1w5,0,I. cordata
IRCO_11F1030_0076,batch_4,20:2w6,0.00218813613132552,I. cordata
IRCO_11F1030_0076,batch_4,20:3n7,0,I. cordata
IRCO_11F1030_0076,batch_4,20:3w6,0.00950111741233449,I. cordata
IRCO_11F1030_0076,batch_4,20:4w6,0.115347144840294,I. cordata
IRCO_11F1030_0076,batch_4,20:3w3,0,I. cordata
IRCO_11F1030_0076,batch_4,20:4w3,0,I. cordata
IRCO_11F1030_0076,batch_4,20:5w3,0.225602126507262,I. cordata
IRCO_11F1030_0076,batch_4,21:0,0,I. cordata
IRCO_11F1030_0076,batch_4,22:0,0,I. cordata
IRCO_11F1030_0076,batch_4,22:1w9c,0,I. cordata
IRCO_11F1030_0076,batch_4,22:1w7c,0,I. cordata
IRCO_11F1030_0076,batch_4,22:2w6,0,I. cordata
IRCO_11F1030_0076,batch_4,21:5w3,0,I. cordata
IRCO_11F1030_0076,batch_4,23:0,0,I. cordata
IRCO_11F1030_0076,batch_4,22:4w6,0,I. cordata
IRCO_11F1030_0076,batch_4,22:5w6,0,I. cordata
IRCO_11F1030_0076,batch_4,22:3w6,0,I. cordata
IRCO_11F1030_0076,batch_4,22:6w4,0,I. cordata
IRCO_11F1030_0076,batch_4,22:5w3,5.5403731347929e-4,I. cordata
IRCO_11F1030_0076,batch_4,22:6w3,0,I. cordata
IRCO_11F1030_0076,batch_4,24:0,0,I. cordata
IRCO_11F1030_0076,batch_4,24:1,0,I. cordata
IRCO_11F1030_0076,batch_4,24:1w9,0,I. cordata
IRCO_11F1030_0076,batch_4,24:1w7,0,I. cordata
IRCO_11F1030_0076,batch_4,26:0,0,I. cordata
IRCO_11F1030_0076,batch_4,26:4w2,0,I. cordata
IRCO_11F1030_0076,batch_4,27:0,0,I. cordata
IRCO_11F1030_0076,batch_4,28:0,0,I. cordata
IRCO_11F1030_0076,batch_4,29:0,0,I. cordata
IRCO_13F1251_0094,batch_4,8:0,3.83e-5,I. cordata
IRCO_13F1251_0094,batch_4,9:0,9.6885580119629e-4,I. cordata
IRCO_13F1251_0094,batch_4,10:0,7.5e-5,I. cordata
IRCO_13F1251_0094,batch_4,11:0,6.12e-5,I. cordata
IRCO_13F1251_0094,batch_4,11:1,1.2856854233884e-4,I. cordata
IRCO_13F1251_0094,batch_4,12:0,6.2600635495937e-4,I. cordata
IRCO_13F1251_0094,batch_4,13:0,7.96e-5,I. cordata
IRCO_13F1251_0094,batch_4,13:1,1.8519992408333e-4,I. cordata
IRCO_13F1251_0094,batch_4,i-14:0,0,I. cordata
IRCO_13F1251_0094,batch_4,14:0,0.00924622100320197,I. cordata
IRCO_13F1251_0094,batch_4,14:1,0,I. cordata
IRCO_13F1251_0094,batch_4,14:1w5,0,I. cordata
IRCO_13F1251_0094,batch_4,i-15:0,0,I. cordata
IRCO_13F1251_0094,batch_4,a-15:0,0,I. cordata
IRCO_13F1251_0094,batch_4,15:0,0.00142649858880719,I. cordata
IRCO_13F1251_0094,batch_4,15:1w7,0,I. cordata
IRCO_13F1251_0094,batch_4,15:1w5,0,I. cordata
IRCO_13F1251_0094,batch_4,i-16:0,0,I. cordata
IRCO_13F1251_0094,batch_4,16:0,0.160242321090751,I. cordata
IRCO_13F1251_0094,batch_4,16:1w13,0,I. cordata
IRCO_13F1251_0094,batch_4,16:1w9,0,I. cordata
IRCO_13F1251_0094,batch_4,16:1w7t,0,I. cordata
IRCO_13F1251_0094,batch_4,16:1w8c,0,I. cordata
IRCO_13F1251_0094,batch_4,16:1w7c,0.00763299191242646,I. cordata
IRCO_13F1251_0094,batch_4,16:1w6c,0,I. cordata
IRCO_13F1251_0094,batch_4,16:1w5t,0,I. cordata
IRCO_13F1251_0094,batch_4,16:1w5c,0,I. cordata
IRCO_13F1251_0094,batch_4,16:2w6,0,I. cordata
IRCO_13F1251_0094,batch_4,14:4w3,0,I. cordata
IRCO_13F1251_0094,batch_4,i-17:0,0,I. cordata
IRCO_13F1251_0094,batch_4,a-17:0,0,I. cordata
IRCO_13F1251_0094,batch_4,16:2w5,0,I. cordata
IRCO_13F1251_0094,batch_4,16:2w4,0,I. cordata
